captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-08-23T00:00:44.129525+00:00,btc-updown-5m-1787443200,5,3770758,85859498827132846033227153319695667535571579320992013536225191816525457973253,2026-08-23T00:00:00+00:00,2026-08-23T00:05:00+00:00,4.27,0.8,0.81,0.805,0.01,217.94,45.65,99
2026-08-23T00:00:44.129525+00:00,btc-updown-5m-1787443500,5,3770781,40076289676130627168732219279769031592156692810365588316286972624102723036473,2026-08-23T00:05:00+00:00,2026-08-23T00:10:00+00:00,9.27,0.5,0.51,0.505,0.01,165.93,495.71,99
2026-08-23T00:00:44.129525+00:00,btc-updown-15m-1787443200,15,3770762,102445300731772437263701391522253378986470909970357193559091487324613146222374,2026-08-23T00:00:00+00:00,2026-08-23T00:15:00+00:00,14.27,0.67,0.68,0.675,0.01,25.87,3.52,99
2026-08-23T00:00:44.129525+00:00,btc-updown-15m-1787444100,15,3770862,45584810137695191897428737113006983268910205643915619969690172043771868844188,2026-08-23T00:15:00+00:00,2026-08-23T00:30:00+00:00,29.27,0.49,0.5,0.495,0.01,253.86,255.0,97
2026-08-23T00:01:45.306334+00:00,btc-updown-5m-1787443200,5,3770758,85859498827132846033227153319695667535571579320992013536225191816525457973253,2026-08-23T00:00:00+00:00,2026-08-23T00:05:00+00:00,3.25,0.86,0.87,0.865,0.01,184.7,8.59,99
2026-08-23T00:01:45.306334+00:00,btc-updown-5m-1787443500,5,3770781,40076289676130627168732219279769031592156692810365588316286972624102723036473,2026-08-23T00:05:00+00:00,2026-08-23T00:10:00+00:00,8.25,0.5,0.51,0.505,0.01,117.93,296.59,99
2026-08-23T00:01:45.306334+00:00,btc-updown-15m-1787443200,15,3770762,102445300731772437263701391522253378986470909970357193559091487324613146222374,2026-08-23T00:00:00+00:00,2026-08-23T00:15:00+00:00,13.25,0.68,0.69,0.685,0.01,80.0,79.99,99
2026-08-23T00:01:45.306334+00:00,btc-updown-15m-1787444100,15,3770862,45584810137695191897428737113006983268910205643915619969690172043771868844188,2026-08-23T00:15:00+00:00,2026-08-23T00:30:00+00:00,28.25,0.49,0.5,0.495,0.01,203.86,558.0,97
2026-08-23T00:02:46.453838+00:00,btc-updown-5m-1787443200,5,3770758,85859498827132846033227153319695667535571579320992013536225191816525457973253,2026-08-23T00:00:00+00:00,2026-08-23T00:05:00+00:00,2.23,0.95,0.96,0.955,0.01,479.33,476.85,99
2026-08-23T00:02:46.453838+00:00,btc-updown-5m-1787443500,5,3770781,40076289676130627168732219279769031592156692810365588316286972624102723036473,2026-08-23T00:05:00+00:00,2026-08-23T00:10:00+00:00,7.23,0.5,0.51,0.505,0.01,132.93,272.77,99
