captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-08-05T06:14:28.927097+00:00,btc-updown-5m-1785910200,5,3328652,33665770496473406881226968499058448106667726969391633547074334450586780697276,2026-08-05T06:10:00+00:00,2026-08-05T06:15:00+00:00,0.53,0.59,0.6,0.595,0.01,74.87,321.46,86
2026-08-05T06:14:28.927097+00:00,btc-updown-5m-1785910500,5,3328657,26715491643344496065096143636805696594057161960584163877153527248411287348389,2026-08-05T06:15:00+00:00,2026-08-05T06:20:00+00:00,5.53,0.49,0.5,0.495,0.01,259.03,120.09,99
2026-08-05T06:14:28.927097+00:00,btc-updown-15m-1785909600,15,3328632,1965047883937244398978762863667115335051609356163846992376018837803864472530,2026-08-05T06:00:00+00:00,2026-08-05T06:15:00+00:00,0.53,0.1,0.11,0.105,0.01,58.05,39.55,92
2026-08-05T06:14:28.927097+00:00,btc-updown-15m-1785910500,15,3328654,76346253316619827436078899285709159459762408802500055316002613078029341673991,2026-08-05T06:15:00+00:00,2026-08-05T06:30:00+00:00,15.53,0.49,0.5,0.495,0.01,577.53,405.26,87
2026-08-05T06:15:30.267886+00:00,btc-updown-5m-1785910500,5,3328657,26715491643344496065096143636805696594057161960584163877153527248411287348389,2026-08-05T06:15:00+00:00,2026-08-05T06:20:00+00:00,4.5,0.43,0.44,0.435,0.01,67.15,559.85,99
2026-08-05T06:15:30.267886+00:00,btc-updown-5m-1785910800,5,3328667,8273183000620510097218532411641671989673306959220442846172370053981584441930,2026-08-05T06:20:00+00:00,2026-08-05T06:25:00+00:00,9.5,0.5,0.51,0.505,0.01,625.71,642.49,99
2026-08-05T06:15:30.267886+00:00,btc-updown-15m-1785910500,15,3328654,76346253316619827436078899285709159459762408802500055316002613078029341673991,2026-08-05T06:15:00+00:00,2026-08-05T06:30:00+00:00,14.5,0.45,0.46,0.455,0.01,111.0,131.32,99
2026-08-05T06:15:30.267886+00:00,btc-updown-15m-1785911400,15,3328761,29842005078985489306224948872866350729904726219413391190256735029704842228700,2026-08-05T06:30:00+00:00,2026-08-05T06:45:00+00:00,29.5,0.5,0.51,0.505,0.01,330.0,681.43,91
2026-08-05T06:16:31.671253+00:00,btc-updown-5m-1785910500,5,3328657,26715491643344496065096143636805696594057161960584163877153527248411287348389,2026-08-05T06:15:00+00:00,2026-08-05T06:20:00+00:00,3.48,0.22,0.23,0.225,0.01,11.1,430.29,99
2026-08-05T06:16:31.671253+00:00,btc-updown-5m-1785910800,5,3328667,8273183000620510097218532411641671989673306959220442846172370053981584441930,2026-08-05T06:20:00+00:00,2026-08-05T06:25:00+00:00,8.48,0.5,0.51,0.505,0.01,660.71,487.01,99
