captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-08-16T00:00:57.025228+00:00,btc-updown-5m-1786838400,5,3594096,2453998982638227914612084032928714733907708708795650348931411124156238165314,2026-08-16T00:00:00+00:00,2026-08-16T00:05:00+00:00,4.05,0.23,0.24,0.235,0.01,165.97,170.23,97
2026-08-16T00:00:57.025228+00:00,btc-updown-5m-1786838700,5,3594118,38625024122102496735895492048005959883123857416705284958732957928487141450952,2026-08-16T00:05:00+00:00,2026-08-16T00:10:00+00:00,9.05,0.5,0.51,0.505,0.01,200.44,77.21,99
2026-08-16T00:00:57.025228+00:00,btc-updown-15m-1786838400,15,3594106,107153505674186468085311171998696412102416820816689325381988121518096147719331,2026-08-16T00:00:00+00:00,2026-08-16T00:15:00+00:00,14.05,0.4,0.41,0.405,0.01,120.31,23.0,96
2026-08-16T00:00:57.025228+00:00,btc-updown-15m-1786839300,15,3594157,65186406213617153480036781644761270512776470131925273671973362089998760030747,2026-08-16T00:15:00+00:00,2026-08-16T00:30:00+00:00,29.05,0.49,0.5,0.495,0.01,539.08,16.14,99
2026-08-16T00:01:58.284170+00:00,btc-updown-5m-1786838400,5,3594096,2453998982638227914612084032928714733907708708795650348931411124156238165314,2026-08-16T00:00:00+00:00,2026-08-16T00:05:00+00:00,3.03,0.29,0.3,0.295,0.01,45.0,152.86,92
2026-08-16T00:01:58.284170+00:00,btc-updown-5m-1786838700,5,3594118,38625024122102496735895492048005959883123857416705284958732957928487141450952,2026-08-16T00:05:00+00:00,2026-08-16T00:10:00+00:00,8.03,0.5,0.51,0.505,0.01,203.48,142.21,99
2026-08-16T00:01:58.284170+00:00,btc-updown-15m-1786838400,15,3594106,107153505674186468085311171998696412102416820816689325381988121518096147719331,2026-08-16T00:00:00+00:00,2026-08-16T00:15:00+00:00,13.03,0.41,0.42,0.415,0.01,12.58,60.52,98
2026-08-16T00:01:58.284170+00:00,btc-updown-15m-1786839300,15,3594157,65186406213617153480036781644761270512776470131925273671973362089998760030747,2026-08-16T00:15:00+00:00,2026-08-16T00:30:00+00:00,28.03,0.5,0.51,0.505,0.01,280.0,74.53,99
2026-08-16T00:02:59.515970+00:00,btc-updown-5m-1786838400,5,3594096,2453998982638227914612084032928714733907708708795650348931411124156238165314,2026-08-16T00:00:00+00:00,2026-08-16T00:05:00+00:00,2.02,0.02,0.03,0.025,0.01,1066.36,335.0,99
2026-08-16T00:02:59.515970+00:00,btc-updown-5m-1786838700,5,3594118,38625024122102496735895492048005959883123857416705284958732957928487141450952,2026-08-16T00:05:00+00:00,2026-08-16T00:10:00+00:00,7.02,0.5,0.51,0.505,0.01,211.48,130.19,99
2026-08-16T00:02:59.515970+00:00,btc-updown-15m-1786838400,15,3594106,107153505674186468085311171998696412102416820816689325381988121518096147719331,2026-08-16T00:00:00+00:00,2026-08-16T00:15:00+00:00,12.02,0.3,0.31,0.305,0.01,31.0,173.21,98
2026-08-16T00:02:59.515970+00:00,btc-updown-15m-1786839300,15,3594157,65186406213617153480036781644761270512776470131925273671973362089998760030747,2026-08-16T00:15:00+00:00,2026-08-16T00:30:00+00:00,27.02,0.5,0.51,0.505,0.01,280.0,79.53,99
2026-08-16T00:04:00.909192+00:00,btc-updown-5m-1786838700,5,3594118,38625024122102496735895492048005959883123857416705284958732957928487141450952,2026-08-16T00:05:00+00:00,2026-08-16T00:10:00+00:00,6.0,0.51,0.52,0.515,0.01,15.0,20.42,99
2026-08-16T00:04:00.909192+00:00,btc-updown-15m-1786838400,15,3594106,107153505674186468085311171998696412102416820816689325381988121518096147719331,2026-08-16T00:00:00+00:00,2026-08-16T00:15:00+00:00,11.0,0.25,0.26,0.255,0.01,148.02,16.15,99
2026-08-16T00:04:00.909192+00:00,btc-updown-15m-1786839300,15,3594157,65186406213617153480036781644761270512776470131925273671973362089998760030747,2026-08-16T00:15:00+00:00,2026-08-16T00:30:00+00:00,26.0,0.5,0.51,0.505,0.01,330.0,50.11,99
