captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-08-04T00:00:00.705187+00:00,btc-updown-5m-1785801600,5,3296545,99676639304743420718842320654577153802233317762921392056226078101785474837091,2026-08-04T00:00:00+00:00,2026-08-04T00:05:00+00:00,5.0,0.53,0.54,0.535,0.01,349.89,34.0,96
2026-08-04T00:00:00.705187+00:00,btc-updown-5m-1785801900,5,3296555,45849414238853956038496650328392590225893965789245475327311792171247256396326,2026-08-04T00:05:00+00:00,2026-08-04T00:10:00+00:00,10.0,0.5,0.51,0.505,0.01,480.49,807.56,99
2026-08-04T00:00:00.705187+00:00,btc-updown-15m-1785801600,15,3296536,42221132684666939439821745486568160371846356851566172277701312669692872325015,2026-08-04T00:00:00+00:00,2026-08-04T00:15:00+00:00,15.0,0.5,0.51,0.505,0.01,173.22,20.0,65
2026-08-04T00:00:00.705187+00:00,btc-updown-15m-1785802500,15,3296571,102480813323428776581102430225951691411885273611226505654201233242615700735056,2026-08-04T00:15:00+00:00,2026-08-04T00:30:00+00:00,30.0,0.5,0.51,0.505,0.01,130.0,170.37,73
2026-08-04T00:01:01.610966+00:00,btc-updown-5m-1785801600,5,3296545,99676639304743420718842320654577153802233317762921392056226078101785474837091,2026-08-04T00:00:00+00:00,2026-08-04T00:05:00+00:00,3.98,0.23,0.24,0.235,0.01,651.04,665.7,99
2026-08-04T00:01:01.610966+00:00,btc-updown-5m-1785801900,5,3296555,45849414238853956038496650328392590225893965789245475327311792171247256396326,2026-08-04T00:05:00+00:00,2026-08-04T00:10:00+00:00,8.98,0.5,0.51,0.505,0.01,801.49,683.68,99
2026-08-04T00:01:01.610966+00:00,btc-updown-15m-1785801600,15,3296536,42221132684666939439821745486568160371846356851566172277701312669692872325015,2026-08-04T00:00:00+00:00,2026-08-04T00:15:00+00:00,13.98,0.28,0.29,0.285,0.01,182.0,141.0,99
2026-08-04T00:01:01.610966+00:00,btc-updown-15m-1785802500,15,3296571,102480813323428776581102430225951691411885273611226505654201233242615700735056,2026-08-04T00:15:00+00:00,2026-08-04T00:30:00+00:00,28.98,0.5,0.51,0.505,0.01,339.63,227.87,74
2026-08-04T00:02:02.500238+00:00,btc-updown-5m-1785801600,5,3296545,99676639304743420718842320654577153802233317762921392056226078101785474837091,2026-08-04T00:00:00+00:00,2026-08-04T00:05:00+00:00,2.97,0.4,0.41,0.405,0.01,837.0,28.67,99
2026-08-04T00:02:02.500238+00:00,btc-updown-5m-1785801900,5,3296555,45849414238853956038496650328392590225893965789245475327311792171247256396326,2026-08-04T00:05:00+00:00,2026-08-04T00:10:00+00:00,7.97,0.5,0.51,0.505,0.01,757.53,665.68,99
2026-08-04T00:02:02.500238+00:00,btc-updown-15m-1785801600,15,3296536,42221132684666939439821745486568160371846356851566172277701312669692872325015,2026-08-04T00:00:00+00:00,2026-08-04T00:15:00+00:00,12.97,0.42,0.43,0.425,0.01,156.45,49.98,99
2026-08-04T00:02:02.500238+00:00,btc-updown-15m-1785802500,15,3296571,102480813323428776581102430225951691411885273611226505654201233242615700735056,2026-08-04T00:15:00+00:00,2026-08-04T00:30:00+00:00,27.97,0.5,0.51,0.505,0.01,339.63,177.87,74
2026-08-04T00:03:03.376635+00:00,btc-updown-5m-1785801600,5,3296545,99676639304743420718842320654577153802233317762921392056226078101785474837091,2026-08-04T00:00:00+00:00,2026-08-04T00:05:00+00:00,1.95,0.73,0.74,0.735,0.01,486.61,62.6,99
