captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-09-14T03:22:21.608024+00:00,btc-updown-5m-1789356000,5,4514535,31653356161105841059733567232711515341906181324241027826715197724549023536523,2026-09-14T03:20:00+00:00,2026-09-14T03:25:00+00:00,2.65,0.96,0.97,0.965,0.01,282.0,1480.59,99
2026-09-14T03:22:21.608024+00:00,btc-updown-5m-1789356300,5,4514547,57769760201508302350423376254445487176796907219689894454504405330739895473874,2026-09-14T03:25:00+00:00,2026-09-14T03:30:00+00:00,7.65,0.48,0.49,0.485,0.01,318.67,671.0,99
2026-09-14T03:22:21.608024+00:00,btc-updown-15m-1789355700,15,4514471,6082640986606911683135554578258251775484877475155137381832001473194248091260,2026-09-14T03:15:00+00:00,2026-09-14T03:30:00+00:00,7.65,0.67,0.68,0.675,0.01,44.45,64.01,98
2026-09-14T03:22:21.608024+00:00,btc-updown-15m-1789356600,15,4514552,28975411189558713623143513530292182835974253525945671727480479499183838615810,2026-09-14T03:30:00+00:00,2026-09-14T03:45:00+00:00,22.65,0.47,0.48,0.475,0.01,302.73,380.0,91
2026-09-14T03:23:22.691022+00:00,btc-updown-5m-1789356300,5,4514547,57769760201508302350423376254445487176796907219689894454504405330739895473874,2026-09-14T03:25:00+00:00,2026-09-14T03:30:00+00:00,6.63,0.49,0.51,0.5,0.02,85.0,835.26,98
2026-09-14T03:23:22.691022+00:00,btc-updown-15m-1789355700,15,4514471,6082640986606911683135554578258251775484877475155137381832001473194248091260,2026-09-14T03:15:00+00:00,2026-09-14T03:30:00+00:00,6.63,0.76,0.77,0.765,0.01,207.27,70.0,99
2026-09-14T03:23:22.691022+00:00,btc-updown-15m-1789356600,15,4514552,28975411189558713623143513530292182835974253525945671727480479499183838615810,2026-09-14T03:30:00+00:00,2026-09-14T03:45:00+00:00,21.63,0.47,0.48,0.475,0.01,297.07,380.0,91
2026-09-14T03:24:23.502886+00:00,btc-updown-5m-1789356300,5,4514547,57769760201508302350423376254445487176796907219689894454504405330739895473874,2026-09-14T03:25:00+00:00,2026-09-14T03:30:00+00:00,5.62,0.49,0.5,0.495,0.01,61.27,332.64,99
2026-09-14T03:24:23.502886+00:00,btc-updown-15m-1789355700,15,4514471,6082640986606911683135554578258251775484877475155137381832001473194248091260,2026-09-14T03:15:00+00:00,2026-09-14T03:30:00+00:00,5.62,0.56,0.57,0.565,0.01,275.87,234.46,96
2026-09-14T03:24:23.502886+00:00,btc-updown-15m-1789356600,15,4514552,28975411189558713623143513530292182835974253525945671727480479499183838615810,2026-09-14T03:30:00+00:00,2026-09-14T03:45:00+00:00,20.62,0.47,0.48,0.475,0.01,300.0,210.0,91
2026-09-14T03:25:24.306326+00:00,btc-updown-5m-1789356300,5,4514547,57769760201508302350423376254445487176796907219689894454504405330739895473874,2026-09-14T03:25:00+00:00,2026-09-14T03:30:00+00:00,4.6,0.39,0.41,0.4,0.02,152.63,330.29,98
2026-09-14T03:25:24.306326+00:00,btc-updown-5m-1789356600,5,4514556,5855984292121720153095499562302344534779995064725513909492530672469725399419,2026-09-14T03:30:00+00:00,2026-09-14T03:35:00+00:00,9.6,0.5,0.51,0.505,0.01,2.38,874.79,99
2026-09-14T03:25:24.306326+00:00,btc-updown-15m-1789355700,15,4514471,6082640986606911683135554578258251775484877475155137381832001473194248091260,2026-09-14T03:15:00+00:00,2026-09-14T03:30:00+00:00,4.6,0.39,0.4,0.395,0.01,98.0,8.0,92
2026-09-14T03:25:24.306326+00:00,btc-updown-15m-1789356600,15,4514552,28975411189558713623143513530292182835974253525945671727480479499183838615810,2026-09-14T03:30:00+00:00,2026-09-14T03:45:00+00:00,19.6,0.46,0.47,0.465,0.01,454.65,1012.0,91
2026-09-14T03:26:25.206284+00:00,btc-updown-5m-1789356300,5,4514547,57769760201508302350423376254445487176796907219689894454504405330739895473874,2026-09-14T03:25:00+00:00,2026-09-14T03:30:00+00:00,3.58,0.56,0.57,0.565,0.01,266.48,110.0,99
2026-09-14T03:26:25.206284+00:00,btc-updown-5m-1789356600,5,4514556,5855984292121720153095499562302344534779995064725513909492530672469725399419,2026-09-14T03:30:00+00:00,2026-09-14T03:35:00+00:00,8.58,0.49,0.5,0.495,0.01,330.89,379.46,99
2026-09-14T03:26:25.206284+00:00,btc-updown-15m-1789355700,15,4514471,6082640986606911683135554578258251775484877475155137381832001473194248091260,2026-09-14T03:15:00+00:00,2026-09-14T03:30:00+00:00,3.58,0.55,0.56,0.555,0.01,374.24,5.0,93
2026-09-14T03:26:25.206284+00:00,btc-updown-15m-1789356600,15,4514552,28975411189558713623143513530292182835974253525945671727480479499183838615810,2026-09-14T03:30:00+00:00,2026-09-14T03:45:00+00:00,18.58,0.46,0.47,0.465,0.01,454.65,992.0,91
2026-09-14T03:27:26.145896+00:00,btc-updown-5m-1789356300,5,4514547,57769760201508302350423376254445487176796907219689894454504405330739895473874,2026-09-14T03:25:00+00:00,2026-09-14T03:30:00+00:00,2.57,0.93,0.94,0.935,0.01,91.58,395.11,99
2026-09-14T03:27:26.145896+00:00,btc-updown-5m-1789356600,5,4514556,5855984292121720153095499562302344534779995064725513909492530672469725399419,2026-09-14T03:30:00+00:00,2026-09-14T03:35:00+00:00,7.57,0.48,0.49,0.485,0.01,607.44,75.0,99
2026-09-14T03:27:26.145896+00:00,btc-updown-15m-1789355700,15,4514471,6082640986606911683135554578258251775484877475155137381832001473194248091260,2026-09-14T03:15:00+00:00,2026-09-14T03:30:00+00:00,2.57,0.87,0.88,0.875,0.01,30.0,13.33,83
2026-09-14T03:27:26.145896+00:00,btc-updown-15m-1789356600,15,4514552,28975411189558713623143513530292182835974253525945671727480479499183838615810,2026-09-14T03:30:00+00:00,2026-09-14T03:45:00+00:00,17.57,0.46,0.47,0.465,0.01,395.3,1072.0,91
