captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-09-09T03:18:39.679058+00:00,btc-updown-5m-1788923700,5,4354588,59043397354672509197312005082320555553572648051590957239498655551849364382609,2026-09-09T03:15:00+00:00,2026-09-09T03:20:00+00:00,1.35,0.81,0.82,0.815,0.01,374.27,212.08,99
2026-09-09T03:18:39.679058+00:00,btc-updown-5m-1788924000,5,4354596,36685451662810528358520527555247978881829048538209991301649080353164430155174,2026-09-09T03:20:00+00:00,2026-09-09T03:25:00+00:00,6.35,0.51,0.54,0.525,0.03,104.93,264.16,97
2026-09-09T03:18:39.679058+00:00,btc-updown-15m-1788923700,15,4354575,42001804566266384039654992687029287066910574329880361158635996047199208041029,2026-09-09T03:15:00+00:00,2026-09-09T03:30:00+00:00,11.35,0.59,0.6,0.595,0.01,265.0,21.0,99
2026-09-09T03:18:39.679058+00:00,btc-updown-15m-1788924600,15,4354627,5318308642633580072310623502598952022440095978068884188530165226125869084465,2026-09-09T03:30:00+00:00,2026-09-09T03:45:00+00:00,26.35,0.5,0.51,0.505,0.01,103.46,10.0,95
2026-09-09T03:19:40.687788+00:00,btc-updown-5m-1788923700,5,4354588,59043397354672509197312005082320555553572648051590957239498655551849364382609,2026-09-09T03:15:00+00:00,2026-09-09T03:20:00+00:00,0.33,0.14,0.15,0.145,0.01,141.0,9.0,88
2026-09-09T03:19:40.687788+00:00,btc-updown-5m-1788924000,5,4354596,36685451662810528358520527555247978881829048538209991301649080353164430155174,2026-09-09T03:20:00+00:00,2026-09-09T03:25:00+00:00,5.33,0.47,0.48,0.475,0.01,138.48,146.66,99
2026-09-09T03:19:40.687788+00:00,btc-updown-15m-1788923700,15,4354575,42001804566266384039654992687029287066910574329880361158635996047199208041029,2026-09-09T03:15:00+00:00,2026-09-09T03:30:00+00:00,10.33,0.46,0.47,0.465,0.01,373.53,5.0,99
2026-09-09T03:19:40.687788+00:00,btc-updown-15m-1788924600,15,4354627,5318308642633580072310623502598952022440095978068884188530165226125869084465,2026-09-09T03:30:00+00:00,2026-09-09T03:45:00+00:00,25.33,0.5,0.51,0.505,0.01,278.46,10.0,95
2026-09-09T03:20:41.558506+00:00,btc-updown-5m-1788924000,5,4354596,36685451662810528358520527555247978881829048538209991301649080353164430155174,2026-09-09T03:20:00+00:00,2026-09-09T03:25:00+00:00,4.32,0.63,0.64,0.635,0.01,176.84,547.92,99
2026-09-09T03:20:41.558506+00:00,btc-updown-5m-1788924300,5,4354607,20014168165294289828984910001093327322682866157124358023555046706083902256755,2026-09-09T03:25:00+00:00,2026-09-09T03:30:00+00:00,9.32,0.5,0.51,0.505,0.01,444.75,424.82,99
