captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-08-21T00:00:23.163796+00:00,btc-updown-5m-1787270400,5,3732883,25043934910583009538587298322269623724833769140830584460508342141697295114069,2026-08-21T00:00:00+00:00,2026-08-21T00:05:00+00:00,4.62,0.64,0.65,0.645,0.01,477.98,328.99,99
2026-08-21T00:00:23.163796+00:00,btc-updown-5m-1787270700,5,3732947,83323916886415095903673819461436795342370882042321412206491203273942819783683,2026-08-21T00:05:00+00:00,2026-08-21T00:10:00+00:00,9.62,0.5,0.51,0.505,0.01,270.26,607.14,99
2026-08-21T00:00:23.163796+00:00,btc-updown-15m-1787270400,15,3732900,79790745352049378874585420346479094868414207799751915199287989408417510744278,2026-08-21T00:00:00+00:00,2026-08-21T00:15:00+00:00,14.62,0.57,0.58,0.575,0.01,80.0,257.0,99
2026-08-21T00:00:23.163796+00:00,btc-updown-15m-1787271300,15,3733117,109433477718776847885075756024878738686877540285005280641002929258312110917389,2026-08-21T00:15:00+00:00,2026-08-21T00:30:00+00:00,29.62,0.5,0.51,0.505,0.01,50.0,381.08,97
2026-08-21T00:01:24.084711+00:00,btc-updown-5m-1787270400,5,3732883,25043934910583009538587298322269623724833769140830584460508342141697295114069,2026-08-21T00:00:00+00:00,2026-08-21T00:05:00+00:00,3.6,0.76,0.77,0.765,0.01,230.33,96.0,99
2026-08-21T00:01:24.084711+00:00,btc-updown-5m-1787270700,5,3732947,83323916886415095903673819461436795342370882042321412206491203273942819783683,2026-08-21T00:05:00+00:00,2026-08-21T00:10:00+00:00,8.6,0.5,0.51,0.505,0.01,68.26,735.8,99
2026-08-21T00:01:24.084711+00:00,btc-updown-15m-1787270400,15,3732900,79790745352049378874585420346479094868414207799751915199287989408417510744278,2026-08-21T00:00:00+00:00,2026-08-21T00:15:00+00:00,13.6,0.62,0.63,0.625,0.01,360.0,82.0,99
2026-08-21T00:01:24.084711+00:00,btc-updown-15m-1787271300,15,3733117,109433477718776847885075756024878738686877540285005280641002929258312110917389,2026-08-21T00:15:00+00:00,2026-08-21T00:30:00+00:00,28.6,0.5,0.51,0.505,0.01,50.0,681.08,97
2026-08-21T00:02:25.032317+00:00,btc-updown-5m-1787270400,5,3732883,25043934910583009538587298322269623724833769140830584460508342141697295114069,2026-08-21T00:00:00+00:00,2026-08-21T00:05:00+00:00,2.58,0.67,0.68,0.675,0.01,343.35,238.48,99
2026-08-21T00:02:25.032317+00:00,btc-updown-5m-1787270700,5,3732947,83323916886415095903673819461436795342370882042321412206491203273942819783683,2026-08-21T00:05:00+00:00,2026-08-21T00:10:00+00:00,7.58,0.49,0.5,0.495,0.01,230.8,110.0,99
2026-08-21T00:02:25.032317+00:00,btc-updown-15m-1787270400,15,3732900,79790745352049378874585420346479094868414207799751915199287989408417510744278,2026-08-21T00:00:00+00:00,2026-08-21T00:15:00+00:00,12.58,0.57,0.58,0.575,0.01,75.0,250.0,99
2026-08-21T00:02:25.032317+00:00,btc-updown-15m-1787271300,15,3733117,109433477718776847885075756024878738686877540285005280641002929258312110917389,2026-08-21T00:15:00+00:00,2026-08-21T00:30:00+00:00,27.58,0.49,0.5,0.495,0.01,471.08,600.0,97
2026-08-21T00:03:25.968761+00:00,btc-updown-5m-1787270400,5,3732883,25043934910583009538587298322269623724833769140830584460508342141697295114069,2026-08-21T00:00:00+00:00,2026-08-21T00:05:00+00:00,1.58,0.93,0.94,0.935,0.01,1498.3,649.9,99
2026-08-21T00:03:25.968761+00:00,btc-updown-5m-1787270700,5,3732947,83323916886415095903673819461436795342370882042321412206491203273942819783683,2026-08-21T00:05:00+00:00,2026-08-21T00:10:00+00:00,6.58,0.5,0.51,0.505,0.01,115.0,387.41,99
2026-08-21T00:03:25.968761+00:00,btc-updown-15m-1787270400,15,3732900,79790745352049378874585420346479094868414207799751915199287989408417510744278,2026-08-21T00:00:00+00:00,2026-08-21T00:15:00+00:00,11.58,0.7,0.71,0.705,0.01,255.0,75.0,99
