captured_at,slug,interval_min,market_id,yes_token,window_start,window_end,minutes_left,best_bid,best_ask,mid,spread,bid_size,ask_size,book_levels
2026-09-06T00:00:30.484621+00:00,btc-updown-5m-1788652800,5,4234941,68977995773993865950394382670270502246792228022606711338334925559472861921047,2026-09-06T00:00:00+00:00,2026-09-06T00:05:00+00:00,4.5,0.51,0.52,0.515,0.01,232.53,17.02,99
2026-09-06T00:00:30.484621+00:00,btc-updown-5m-1788653100,5,4234951,51301048831290367289091897821583486709447912346919100414008373885423906607532,2026-09-06T00:05:00+00:00,2026-09-06T00:10:00+00:00,9.5,0.5,0.51,0.505,0.01,36.0,526.03,99
2026-09-06T00:00:30.484621+00:00,btc-updown-15m-1788652800,15,4234948,5422175462610951718394655885668374723858414329034660952485542988181217363836,2026-09-06T00:00:00+00:00,2026-09-06T00:15:00+00:00,14.5,0.5,0.51,0.505,0.01,26.0,27.7,99
2026-09-06T00:00:30.484621+00:00,btc-updown-15m-1788653700,15,4234991,72477997733509233825804620217621150654631470711814680733799751351826822836561,2026-09-06T00:15:00+00:00,2026-09-06T00:30:00+00:00,29.5,0.5,0.51,0.505,0.01,50.0,217.66,99
2026-09-06T00:01:31.551042+00:00,btc-updown-5m-1788652800,5,4234941,68977995773993865950394382670270502246792228022606711338334925559472861921047,2026-09-06T00:00:00+00:00,2026-09-06T00:05:00+00:00,3.48,0.62,0.63,0.625,0.01,223.9,97.39,99
2026-09-06T00:01:31.551042+00:00,btc-updown-5m-1788653100,5,4234951,51301048831290367289091897821583486709447912346919100414008373885423906607532,2026-09-06T00:05:00+00:00,2026-09-06T00:10:00+00:00,8.48,0.5,0.51,0.505,0.01,36.2,527.19,99
2026-09-06T00:01:31.551042+00:00,btc-updown-15m-1788652800,15,4234948,5422175462610951718394655885668374723858414329034660952485542988181217363836,2026-09-06T00:00:00+00:00,2026-09-06T00:15:00+00:00,13.48,0.53,0.54,0.535,0.01,69.96,25.0,89
2026-09-06T00:01:31.551042+00:00,btc-updown-15m-1788653700,15,4234991,72477997733509233825804620217621150654631470711814680733799751351826822836561,2026-09-06T00:15:00+00:00,2026-09-06T00:30:00+00:00,28.48,0.5,0.51,0.505,0.01,50.0,317.66,99
2026-09-06T00:02:32.653519+00:00,btc-updown-5m-1788652800,5,4234941,68977995773993865950394382670270502246792228022606711338334925559472861921047,2026-09-06T00:00:00+00:00,2026-09-06T00:05:00+00:00,2.47,0.69,0.7,0.695,0.01,234.33,15.0,99
2026-09-06T00:02:32.653519+00:00,btc-updown-5m-1788653100,5,4234951,51301048831290367289091897821583486709447912346919100414008373885423906607532,2026-09-06T00:05:00+00:00,2026-09-06T00:10:00+00:00,7.47,0.5,0.51,0.505,0.01,36.2,439.19,99
2026-09-06T00:02:32.653519+00:00,btc-updown-15m-1788652800,15,4234948,5422175462610951718394655885668374723858414329034660952485542988181217363836,2026-09-06T00:00:00+00:00,2026-09-06T00:15:00+00:00,12.47,0.53,0.54,0.535,0.01,108.39,5.0,88
2026-09-06T00:02:32.653519+00:00,btc-updown-15m-1788653700,15,4234991,72477997733509233825804620217621150654631470711814680733799751351826822836561,2026-09-06T00:15:00+00:00,2026-09-06T00:30:00+00:00,27.47,0.5,0.51,0.505,0.01,50.0,617.66,99
2026-09-06T00:03:33.753763+00:00,btc-updown-5m-1788652800,5,4234941,68977995773993865950394382670270502246792228022606711338334925559472861921047,2026-09-06T00:00:00+00:00,2026-09-06T00:05:00+00:00,1.45,0.96,0.97,0.965,0.01,115.07,266.75,99
2026-09-06T00:03:33.753763+00:00,btc-updown-5m-1788653100,5,4234951,51301048831290367289091897821583486709447912346919100414008373885423906607532,2026-09-06T00:05:00+00:00,2026-09-06T00:10:00+00:00,6.45,0.5,0.51,0.505,0.01,36.2,319.38,99
2026-09-06T00:03:33.753763+00:00,btc-updown-15m-1788652800,15,4234948,5422175462610951718394655885668374723858414329034660952485542988181217363836,2026-09-06T00:00:00+00:00,2026-09-06T00:15:00+00:00,11.45,0.65,0.66,0.655,0.01,105.31,404.31,90
2026-09-06T00:03:33.753763+00:00,btc-updown-15m-1788653700,15,4234991,72477997733509233825804620217621150654631470711814680733799751351826822836561,2026-09-06T00:15:00+00:00,2026-09-06T00:30:00+00:00,26.45,0.49,0.5,0.495,0.01,142.24,110.0,99
2026-09-06T00:04:34.854294+00:00,btc-updown-5m-1788653100,5,4234951,51301048831290367289091897821583486709447912346919100414008373885423906607532,2026-09-06T00:05:00+00:00,2026-09-06T00:10:00+00:00,5.43,0.56,0.58,0.57,0.02,15.0,100.0,98
2026-09-06T00:04:34.854294+00:00,btc-updown-15m-1788652800,15,4234948,5422175462610951718394655885668374723858414329034660952485542988181217363836,2026-09-06T00:00:00+00:00,2026-09-06T00:15:00+00:00,10.43,0.7,0.71,0.705,0.01,72.66,244.7,84
2026-09-06T00:04:34.854294+00:00,btc-updown-15m-1788653700,15,4234991,72477997733509233825804620217621150654631470711814680733799751351826822836561,2026-09-06T00:15:00+00:00,2026-09-06T00:30:00+00:00,25.43,0.49,0.5,0.495,0.01,119.2,405.96,99
2026-09-06T00:05:35.871652+00:00,btc-updown-5m-1788653100,5,4234951,51301048831290367289091897821583486709447912346919100414008373885423906607532,2026-09-06T00:05:00+00:00,2026-09-06T00:10:00+00:00,4.42,0.64,0.65,0.645,0.01,239.06,15.7,99
2026-09-06T00:05:35.871652+00:00,btc-updown-5m-1788653400,5,4234972,7592991237440225890627915321430585202094235356506296453943815706429607029830,2026-09-06T00:10:00+00:00,2026-09-06T00:15:00+00:00,9.42,0.49,0.5,0.495,0.01,417.25,763.0,99
2026-09-06T00:05:35.871652+00:00,btc-updown-15m-1788652800,15,4234948,5422175462610951718394655885668374723858414329034660952485542988181217363836,2026-09-06T00:00:00+00:00,2026-09-06T00:15:00+00:00,9.42,0.77,0.78,0.775,0.01,5.0,1.53,82
2026-09-06T00:05:35.871652+00:00,btc-updown-15m-1788653700,15,4234991,72477997733509233825804620217621150654631470711814680733799751351826822836561,2026-09-06T00:15:00+00:00,2026-09-06T00:30:00+00:00,24.42,0.49,0.5,0.495,0.01,47.16,615.96,99
2026-09-06T00:06:36.965864+00:00,btc-updown-5m-1788653100,5,4234951,51301048831290367289091897821583486709447912346919100414008373885423906607532,2026-09-06T00:05:00+00:00,2026-09-06T00:10:00+00:00,3.4,0.63,0.64,0.635,0.01,148.0,191.56,99
2026-09-06T00:06:36.965864+00:00,btc-updown-5m-1788653400,5,4234972,7592991237440225890627915321430585202094235356506296453943815706429607029830,2026-09-06T00:10:00+00:00,2026-09-06T00:15:00+00:00,8.4,0.49,0.5,0.495,0.01,318.98,783.0,99
2026-09-06T00:06:36.965864+00:00,btc-updown-15m-1788652800,15,4234948,5422175462610951718394655885668374723858414329034660952485542988181217363836,2026-09-06T00:00:00+00:00,2026-09-06T00:15:00+00:00,8.4,0.77,0.78,0.775,0.01,11.5,226.52,79
2026-09-06T00:06:36.965864+00:00,btc-updown-15m-1788653700,15,4234991,72477997733509233825804620217621150654631470711814680733799751351826822836561,2026-09-06T00:15:00+00:00,2026-09-06T00:30:00+00:00,23.4,0.49,0.5,0.495,0.01,149.2,533.96,99
2026-09-06T00:07:38.065194+00:00,btc-updown-5m-1788653100,5,4234951,51301048831290367289091897821583486709447912346919100414008373885423906607532,2026-09-06T00:05:00+00:00,2026-09-06T00:10:00+00:00,2.37,0.52,0.53,0.525,0.01,257.57,0.26,99
2026-09-06T00:07:38.065194+00:00,btc-updown-5m-1788653400,5,4234972,7592991237440225890627915321430585202094235356506296453943815706429607029830,2026-09-06T00:10:00+00:00,2026-09-06T00:15:00+00:00,7.37,0.49,0.5,0.495,0.01,284.22,853.0,99
2026-09-06T00:07:38.065194+00:00,btc-updown-15m-1788652800,15,4234948,5422175462610951718394655885668374723858414329034660952485542988181217363836,2026-09-06T00:00:00+00:00,2026-09-06T00:15:00+00:00,7.37,0.76,0.77,0.765,0.01,28.29,24.48,79
2026-09-06T00:07:38.065194+00:00,btc-updown-15m-1788653700,15,4234991,72477997733509233825804620217621150654631470711814680733799751351826822836561,2026-09-06T00:15:00+00:00,2026-09-06T00:30:00+00:00,22.37,0.49,0.5,0.495,0.01,69.16,555.96,99
2026-09-06T00:08:39.132250+00:00,btc-updown-5m-1788653100,5,4234951,51301048831290367289091897821583486709447912346919100414008373885423906607532,2026-09-06T00:05:00+00:00,2026-09-06T00:10:00+00:00,1.35,0.95,0.96,0.955,0.01,698.98,92.23,99
2026-09-06T00:08:39.132250+00:00,btc-updown-5m-1788653400,5,4234972,7592991237440225890627915321430585202094235356506296453943815706429607029830,2026-09-06T00:10:00+00:00,2026-09-06T00:15:00+00:00,6.35,0.49,0.5,0.495,0.01,270.79,156.0,99
2026-09-06T00:08:39.132250+00:00,btc-updown-15m-1788652800,15,4234948,5422175462610951718394655885668374723858414329034660952485542988181217363836,2026-09-06T00:00:00+00:00,2026-09-06T00:15:00+00:00,6.35,0.81,0.82,0.815,0.01,13.0,10.0,80
2026-09-06T00:08:39.132250+00:00,btc-updown-15m-1788653700,15,4234991,72477997733509233825804620217621150654631470711814680733799751351826822836561,2026-09-06T00:15:00+00:00,2026-09-06T00:30:00+00:00,21.35,0.48,0.49,0.485,0.01,195.32,515.04,99
2026-09-06T00:09:40.215898+00:00,btc-updown-5m-1788653400,5,4234972,7592991237440225890627915321430585202094235356506296453943815706429607029830,2026-09-06T00:10:00+00:00,2026-09-06T00:15:00+00:00,5.33,0.55,0.56,0.555,0.01,98.0,8.48,99
2026-09-06T00:09:40.215898+00:00,btc-updown-15m-1788652800,15,4234948,5422175462610951718394655885668374723858414329034660952485542988181217363836,2026-09-06T00:00:00+00:00,2026-09-06T00:15:00+00:00,5.33,0.89,0.9,0.895,0.01,0.9,99.5,79
